state,action,next_state
15.5,[0.00010049],15.44
15.44,-1,15.75
15.75,[-0.39927306],16.5
16.5,[-0.39927306],17.06
17.06,[-0.39927306],17.44
17.44,[-0.39927306],17.81
17.81,[-0.39927306],18.25
18.25,[-0.39927306],18.69
18.69,[0.47395699],18.87
18.87,[0.47395699],18.5
18.5,[0.47395699],18.06
18.06,[0.47395699],17.62
17.62,[0.47395699],17.12
17.12,[0.57721557],16.69
16.69,[0.57721557],16.12
16.12,[0.02714479],15.69
15.69,[0.02714479],15.63
15.63,[0.02714479],15.63
15.63,[0.02714479],15.56
15.56,1,15.38
15.38,1,14.56
14.56,1,13.5
13.5,1,12.5
12.5,-1,11.94
11.94,-1,12.88
12.88,-1,13.94
13.94,-1,15.0
15.0,-1,16.06
16.06,-1,17.06
17.06,-1,18.19
18.19,-1,19.25
19.25,-1,20.31
20.31,-1,21.37
21.37,-1,22.37
22.37,-1,23.56
23.56,[-0.03604695],24.44
24.44,[-0.03604695],24.5
24.5,[-0.03604695],24.5
24.5,[-0.03604695],24.5
24.5,[-0.03604695],24.44
24.44,[-0.03604695],24.37
24.37,[-0.03604695],24.37
24.37,[-0.03604695],24.31
24.31,[-0.03604695],24.31
24.31,[-0.03604695],24.31
24.31,[-0.03604695],24.25
24.25,[-0.03604695],24.25
24.25,[-0.03604695],24.25
24.25,-1,24.44
24.44,-1,25.31
25.31,-1,26.31
26.31,-1,27.31
27.31,-1,28.37
28.37,-1,29.31
29.31,-1,30.44
30.44,-1,31.37
31.37,-1,32.38
32.38,-1,33.31
33.31,-1,34.31
34.31,-1,35.38
35.38,-1,36.31
36.31,[-0.09557229],37.19
37.19,1,37.13
37.13,1,36.19
36.19,1,35.13
35.13,[-0.00077564],34.44
34.44,1,34.19
34.19,1,33.31
33.31,1,32.38
32.38,1,31.37
31.37,1,30.44
30.44,1,29.44
29.44,1,28.37
28.37,1,27.44
27.44,1,26.44
26.44,[-0.05182486],25.69
25.69,[-0.59162942],25.69
25.69,[-0.59162942],26.25
26.25,1,26.5
26.5,1,25.75
25.75,1,24.69
24.69,[-0.35057132],23.94
23.94,[-0.35057132],24.19
24.19,[-0.35057132],24.5
24.5,[-0.35057132],24.81
24.81,[-0.35057132],25.12
25.12,[-0.35057132],25.5
25.5,[-0.35057132],25.81
25.81,[-0.35057132],26.12
26.12,[-0.35057132],26.44
26.44,[-0.35057132],26.81
26.81,[-0.35057132],27.06
27.06,[-0.35057132],27.37
27.37,[-0.35057132],27.69
27.69,[-0.35057132],28.0
28.0,[-0.35057132],28.31
28.31,[-0.35057132],28.62
28.62,[-0.35057132],28.94
28.94,[-0.35057132],29.31
29.31,1,29.25
29.25,1,28.44
28.44,[0.96373991],27.44
27.44,[0.96373991],26.56
26.56,[0.96373991],25.56
25.56,[0.96373991],24.5
24.5,[0.96373991],23.56
23.56,[0.96373991],22.5
22.5,[0.96373991],21.5
21.5,[0.96373991],20.5
20.5,-1,19.87
19.87,-1,20.56
20.56,[0.42414229],21.5
21.5,[0.42414229],21.31
21.31,[0.42414229],20.81
20.81,[0.42414229],20.37
20.37,[0.42414229],20.0
20.0,[0.42414229],19.56
19.56,[0.42414229],19.06
19.06,[0.42414229],18.69
18.69,[0.42414229],18.25
18.25,[0.42414229],17.81
17.81,[0.42414229],17.37
17.37,[0.42414229],17.0
17.0,-1,16.69
16.69,-1,17.56
17.56,-1,18.56
18.56,-1,19.62
19.62,-1,20.69
20.69,[0.01398766],21.44
21.44,[0.01398766],21.56
21.56,[0.01398766],21.5
21.5,-1,21.75
21.75,-1,22.69
22.69,[0.63365574],23.31
23.31,[0.63365574],22.81
22.81,[0.63365574],22.12
22.12,[0.63365574],21.5
21.5,[0.63365574],20.87
20.87,[0.63365574],20.19
20.19,[0.63365574],19.56
19.56,[0.63365574],18.87
18.87,[0.63365574],18.19
18.19,[-0.97552058],17.75
17.75,[-0.97552058],18.62
18.62,[-0.97552058],19.56
19.56,[-0.97552058],20.62
20.62,[-0.97552058],21.5
21.5,[-0.97552058],22.62
22.62,[-0.97552058],23.62
23.62,-1,24.69
24.69,-1,25.69
25.69,-1,26.62
26.62,-1,27.69
27.69,-1,28.75
28.75,-1,29.69
29.69,-1,30.75
30.75,-1,31.69
31.69,-1,32.75
32.75,[-0.02159445],33.5
33.5,[-0.02159445],33.56
33.56,[-0.02159445],33.56
33.56,[-0.02159445],33.63
33.63,-1,33.88
33.88,-1,34.75
34.75,-1,35.75
35.75,-1,36.75
36.75,-1,37.88
37.88,-1,38.81
38.81,-1,39.88
39.88,-1,40.94
40.94,-1,41.94
41.94,-1,43.0
43.0,-1,44.0
44.0,-1,45.06
45.06,[0.56663916],45.69
45.69,-1,45.63
45.63,-1,46.38
46.38,1,46.94
46.94,1,46.13
46.13,[0.28888256],45.25
45.25,[0.28888256],44.94
44.94,[0.28888256],44.69
44.69,[0.28888256],44.44
44.44,-1,44.56
44.56,[-0.20027716],45.31
45.31,[-0.20027716],45.5
45.5,[-0.20027716],45.69
45.69,[-0.20027716],46.0
46.0,[-0.20027716],46.19
46.19,[-0.20027716],46.38
46.38,[-0.20027716],46.63
46.63,[-0.20027716],46.81
46.81,[-0.20027716],47.0
47.0,[-0.20027716],47.19
47.19,[-0.20027716],47.38
47.38,[-0.20027716],47.56
47.56,[-0.17290977],47.81
47.81,[-0.17290977],47.94
47.94,[-0.17290977],48.13
48.13,[-0.17290977],48.31
48.31,[-0.17290977],48.5
48.5,[-0.17290977],48.63
48.63,1,48.56
48.56,1,47.75
47.75,1,46.69
46.69,1,45.75
45.75,1,44.69
44.69,1,43.63
43.63,1,42.63
42.63,1,41.63
41.63,1,40.56
40.56,[0.92265613],39.56
39.56,[0.92265613],38.56
38.56,[-0.01888634],37.75
37.75,[-0.01888634],37.69
37.69,[-0.01888634],37.75
37.75,[-0.01888634],37.75
37.75,[-0.01888634],37.81
37.81,[-0.08096505],37.88
37.88,[0.17297218],37.88
37.88,[-0.99573022],38.0
38.0,[0.27920695],38.63
38.63,[0.27920695],38.5
38.5,[0.27920695],38.13
38.13,[0.28380146],38.0
38.0,1,37.69
37.69,1,36.81
36.81,[0.02168898],35.81
35.81,[0.02168898],35.69
35.69,[0.02168898],35.75
35.75,[0.02168898],35.75
35.75,[0.02168898],35.75
35.75,[0.02168898],35.81
35.81,[0.4765433],35.75
35.75,-1,35.56
35.56,-1,36.44
36.44,-1,37.5
37.5,-1,38.44
38.44,-1,39.44
39.44,-1,40.5
40.5,-1,41.63
41.63,-1,42.69
42.69,-1,43.63
43.63,-1,44.69
44.69,-1,45.81
45.81,1,46.25
46.25,1,45.38
45.38,1,44.31
44.31,1,43.38
43.38,1,42.31
42.31,1,41.31
41.31,1,40.19
40.19,[0.01684452],39.5
39.5,[0.01684452],39.38
39.38,[0.01684452],39.38
39.38,[0.01684452],39.44
39.44,[0.01684452],39.5
39.5,[-0.09491242],39.5
39.5,1,39.31
39.31,1,38.38
38.38,1,37.44
37.44,1,36.31
36.31,1,35.31
35.31,1,34.31
34.31,1,33.31
33.31,1,32.31
32.31,1,31.25
31.25,1,30.25
30.25,[-0.33473721],29.5
29.5,[-0.33473721],29.75
29.75,[-0.33473721],30.19
30.19,[-0.33473721],30.44
30.44,[-0.33473721],30.75
30.75,[-0.33473721],31.12
31.12,[0.65081591],31.25
31.25,[0.65081591],30.69
30.69,[0.65081591],30.06
30.06,[0.65081591],29.44
29.44,[0.65081591],28.87
28.87,[-0.23276462],28.37
28.37,[-0.23276462],28.5
28.5,[-0.23276462],28.75
28.75,[-0.23276462],28.94
28.94,[-0.23276462],29.19
29.19,[-0.23276462],29.5
29.5,[-0.06382028],29.62
29.62,[-0.06382028],29.69
29.69,[-0.06382028],29.69
29.69,[-0.06382028],29.75
29.75,[-0.06382028],29.81
29.81,1,29.62
29.62,1,28.87
28.87,1,27.81
27.81,1,26.81
26.81,1,25.94
25.94,1,24.87
24.87,[-0.00059886],24.06
24.06,[-0.00059886],24.0
24.0,[-0.00059886],24.06
24.06,[-0.00059886],24.06
24.06,[-0.00059886],24.12
24.12,[-0.00484668],24.12
24.12,[-0.00484668],24.19
24.19,[-0.00484668],24.19
24.19,[0.59091909],24.12
24.12,[0.59091909],23.56
23.56,[0.59091909],22.94
22.94,[0.59091909],22.44
22.44,[0.59091909],21.81
21.81,[0.59091909],21.25
21.25,[-0.04444227],20.87
20.87,[-0.04444227],20.87
20.87,[-0.04444227],20.87
20.87,[-0.04444227],20.94
20.94,[-0.04444227],20.94
20.94,[-0.04444227],21.0
21.0,[-0.04444227],21.0
21.0,[-0.04444227],21.0
21.0,1,20.81
20.81,1,19.87
19.87,1,18.94
18.94,1,17.87
17.87,1,16.94
16.94,1,15.94
15.94,1,14.94
14.94,1,14.0
14.0,1,13.0
13.0,1,11.94
11.94,1,11.0
11.0,1,10.0
10.0,[-0.00820582],9.25
9.25,-1,9.44
9.44,-1,10.38
10.38,1,11.0
11.0,1,10.25
10.25,[0.38080694],9.38
9.38,[0.38080694],8.94
8.94,[0.38080694],8.56
8.56,[0.38080694],8.25
8.25,[-0.00925251],8.0
8.0,-1,8.19
8.19,-1,9.19
9.19,-1,10.25
10.25,-1,11.19
11.19,-1,12.31
12.31,-1,13.25
13.25,-1,14.31
14.31,-1,15.44
15.44,-1,16.44
16.44,-1,17.56
17.56,-1,18.69
18.69,1,19.37
19.37,1,18.62
18.62,1,17.5
17.5,[-0.21345172],16.75
16.75,[0.03086058],16.81
16.81,[0.03086058],16.81
16.81,[0.03086058],16.87
16.87,[0.03086058],16.87
16.87,[0.03086058],16.87
16.87,1,16.69
16.69,-1,16.12
16.12,-1,17.0
17.0,-1,18.0
18.0,-1,19.12
19.12,-1,20.19
20.19,[-0.00054405],21.0
21.0,[-0.00054405],21.12
21.12,[-0.00054405],21.12
21.12,[-0.00054405],21.12
21.12,[-0.00054405],21.12
21.12,[-0.00054405],21.12
21.12,[0.8253951],20.87
20.87,[0.8253951],20.19
20.19,[0.8253951],19.37
19.37,[0.8253951],18.5
18.5,[0.8253951],17.62
17.62,[0.8253951],16.87
16.87,[0.8253951],15.94
15.94,[0.8253951],15.06
15.06,[0.8253951],14.25
14.25,[0.8253951],13.44
13.44,[0.8253951],12.63
12.63,[0.03962097],11.94
11.94,[0.03962097],11.88
11.88,[0.03962097],11.88
11.88,[0.03962097],11.88
11.88,[0.03962097],11.88
11.88,[0.03962097],11.88
11.88,[0.03962097],11.88
11.88,[0.03962097],11.88
11.88,[0.03962097],11.88
11.88,[0.03962097],11.88
11.88,1,11.56
11.56,1,10.69
10.69,1,9.69
9.69,1,8.69
8.69,[-0.47372686],8.06
8.06,[-0.47372686],8.38
8.38,1,8.63
8.63,1,7.81
7.81,1,6.75
6.75,1,5.75
5.75,1,4.75
4.75,1,3.69
3.69,1,2.75
2.75,1,1.94
1.94,[-0.57071362],1.25
1.25,[0.21471422],1.31
1.31,[0.21471422],1.12
1.12,[0.21471422],1.0
1.0,[0.21471422],0.75
0.75,[0.21471422],0.56
0.56,[0.21471422],0.31
0.31,[0.21471422],0.12
0.12,[0.14529061],0.0
0.0,[0.14529061],-0.12
-0.12,1,-0.31
-0.31,1,-0.88
-0.88,1,-1.12
-1.12,1,-1.25
-1.25,1,-1.5
-1.5,1,-1.94
-1.94,-1,-3.44
-3.44,[0.28988372],-6.25
-6.25,-1,-6.19
-6.19,-1,-5.31
-5.31,-1,-4.06
-4.06,[-0.00013432],-3.19
-3.19,[-0.00013432],-3.13
-3.13,[-0.00013432],-3.13
-3.13,[-0.00013432],-3.13
-3.13,[-0.00013432],-3.13
-3.13,-1,-2.88
-2.88,[-0.21529357],-2.13
-2.13,[-0.21529357],-1.81
-1.81,1,-1.81
-1.81,-1,-2.31
-2.31,-1,-1.37
-1.37,-1,-0.19
-0.19,-1,0.94
0.94,[-0.05970663],1.94
1.94,-1,2.25
2.25,[0.7032291],2.81
2.81,[0.7032291],2.31
2.31,-1,1.75
1.75,-1,2.75
2.75,-1,3.88
3.88,-1,4.94
4.94,-1,6.06
6.06,-1,7.19
7.19,-1,8.31
8.31,[-0.25529874],9.13
9.13,[-0.25529874],9.5
9.5,[-0.25529874],9.75
9.75,[-0.25529874],10.0
10.0,[-0.25529874],10.25
10.25,1,10.19
10.19,1,9.31
9.31,1,8.25
8.25,1,7.25
7.25,1,6.19
6.19,1,5.0
5.0,[-0.02422512],4.25
4.25,1,4.0
4.0,1,3.0
3.0,1,1.94
1.94,[-0.85825914],1.12
1.12,[-0.85825914],1.88
1.88,[-0.85825914],2.88
2.88,[-0.85825914],3.81
3.81,[0.04761459],4.56
4.56,[-0.0448828],4.56
4.56,[-0.0448828],4.63
4.63,[0.00747642],4.63
4.63,[0.00747642],4.63
4.63,[0.00747642],4.63
4.63,1,4.44
4.44,1,3.56
3.56,1,2.44
2.44,1,1.37
1.37,-1,0.75
0.75,-1,1.75
1.75,-1,2.81
2.81,-1,3.94
3.94,[0.17077863],4.81
4.81,[0.17077863],4.75
4.75,[0.17077863],4.56
4.56,1,4.31
4.31,1,3.31
3.31,[0.30877175],2.38
2.38,[0.30877175],2.0
2.0,[0.30877175],1.69
1.69,[0.30877175],1.37
1.37,1,1.0
1.0,[0.69483697],0.06
0.06,[0.69483697],-0.88
-0.88,[0.69483697],-1.56
-1.56,[0.69483697],-2.5
-2.5,[0.69483697],-3.25
-3.25,1,-4.06
-4.06,1,-5.25
-5.25,-1,-6.06
-6.06,-1,-5.13
-5.13,-1,-4.0
-4.0,-1,-2.81
-2.81,-1,-1.69
-1.69,-1,-0.5
-0.5,1,0.25
0.25,1,-0.5
-0.5,1,-1.69
-1.69,1,-2.81
-2.81,1,-3.88
-3.88,[-0.02393859],-4.81
-4.81,[0.57694459],-4.94
-4.94,[0.57694459],-5.5
-5.5,-1,-5.88
-5.88,-1,-4.94
-4.94,-1,-3.69
-3.69,-1,-2.5
-2.5,-1,-1.37
-1.37,-1,-0.19
-0.19,1,0.31
0.31,1,-0.44
-0.44,1,-1.63
-1.63,-1,-2.19
-2.19,-1,-1.31
-1.31,-1,-0.06
-0.06,[0.05866783],0.75
0.75,[0.05866783],0.81
0.81,[0.05866783],0.88
0.88,[0.05866783],0.94
0.94,[0.05866783],0.94
0.94,[-0.07462461],1.06
1.06,[-0.07462461],1.06
1.06,1,0.88
0.88,1,-0.06
-0.06,1,-1.25
-1.25,1,-2.25
-2.25,1,-3.44
-3.44,1,-4.63
-4.63,1,-5.69
-5.69,-1,-6.56
-6.56,-1,-5.69
-5.69,-1,-4.5
-4.5,-1,-3.38
-3.38,[-0.00297033],-2.5
-2.5,[-0.00297033],-2.44
-2.44,[-0.00297033],-2.38
-2.38,[-0.00297033],-2.25
-2.25,[-0.00297033],-2.25
-2.25,1,-2.44
-2.44,[0.00674032],-3.19
-3.19,[0.00674032],-3.31
-3.31,[0.00674032],-3.25
-3.25,[0.00674032],-3.25
-3.25,-1,-3.0
-3.0,-1,-1.88
-1.88,-1,-0.81
-0.81,-1,0.31
0.31,-1,1.56
1.56,-1,2.56
2.56,-1,3.75
3.75,-1,4.88
4.88,-1,5.94
5.94,-1,7.06
7.06,-1,8.13
8.13,-1,9.25
9.25,[-2.06340478e-07],10.06
10.06,-1,10.38
10.38,-1,11.31
11.31,-1,12.44
12.44,-1,13.44
13.44,-1,14.56
14.56,[-0.14904147],15.38
15.38,[-0.14904147],15.63
15.63,[-0.14904147],15.75
15.75,[0.13895787],15.81
15.81,[0.13895787],15.75
15.75,[0.13895787],15.63
15.63,[0.13895787],15.5
15.5,[-0.01050818],15.44
15.44,[-0.01050818],15.44
15.44,[-0.01050818],15.44
15.44,-1,15.63
15.63,-1,16.5
16.5,-1,17.56
17.56,-1,18.56
18.56,[1.59261488e-05],19.5
19.5,[1.59261488e-05],19.69
19.69,[1.59261488e-05],19.62
19.62,[1.59261488e-05],19.62
19.62,[1.59261488e-05],19.62
19.62,[0.71918073],19.44
19.44,[0.4714015],18.81
18.81,[0.4714015],18.37
18.37,[0.4714015],17.87
17.87,[0.4714015],17.44
17.44,1,16.81
16.81,1,15.88
15.88,1,14.94
14.94,[0.13362702],13.88
13.88,[0.13362702],13.63
13.63,1,13.38
13.38,1,12.44
12.44,1,11.31
11.31,1,10.31
10.31,1,9.31
9.31,1,8.31
8.31,1,7.19
7.19,1,6.19
6.19,1,5.13
5.13,-1,4.38
4.38,-1,5.25
5.25,-1,6.44
6.44,-1,7.38
7.38,-1,8.5
8.5,[-0.33046256],9.44
9.44,[-0.33046256],9.81
9.81,-1,10.31
10.31,1,10.69
10.69,1,9.94
9.94,1,8.88
8.88,1,7.88
7.88,1,6.81
6.81,[0.49774617],5.81
5.81,[0.49774617],5.25
5.25,[0.49774617],4.75
4.75,[0.49774617],4.19
4.19,[-0.8091527],3.88
3.88,[-0.8091527],4.63
4.63,[-0.8091527],5.5
5.5,[-0.8091527],6.38
6.38,[-0.8091527],7.31
7.31,[-0.8091527],8.13
8.13,[-0.8091527],9.06
9.06,-1,9.88
9.88,-1,11.0
11.0,-1,12.0
12.0,1,12.69
12.69,1,11.94
11.94,1,10.88
10.88,1,9.81
9.81,1,8.81
8.81,1,7.81
7.81,1,6.63
6.63,1,5.69
5.69,[0.06172193],4.75
4.75,[0.06172193],4.63
4.63,[0.06172193],4.63
4.63,[0.06172193],4.56
4.56,[0.06172193],4.63
4.63,[0.06172193],4.56
4.56,[-0.01177077],4.56
4.56,-1,4.94
4.94,-1,5.88
5.88,[0.03172698],6.69
6.69,-1,6.88
6.88,-1,7.88
7.88,-1,9.0
9.0,-1,10.0
10.0,1,10.56
10.56,1,9.88
9.88,1,8.75
8.75,1,7.75
7.75,-1,7.0
7.0,-1,7.88
7.88,-1,8.88
8.88,-1,9.94
9.94,-1,10.94
10.94,-1,12.06
12.06,-1,13.25
13.25,[-0.02466753],14.13
14.13,[-0.02466753],14.19
14.19,[-0.02466753],14.19
14.19,[-0.02466753],14.19
14.19,[-0.02466753],14.19
14.19,-1,14.38
14.38,-1,15.31
15.31,-1,16.37
16.37,-1,17.37
17.37,-1,18.44
18.44,-1,19.62
19.62,-1,20.69
20.69,-1,21.81
21.81,1,22.5
22.5,1,21.81
21.81,1,20.75
20.75,[-0.64094907],20.0
20.0,[-0.64094907],20.44
20.44,[-0.64094907],21.06
21.06,[-0.64094907],21.75
21.75,[-0.64094907],22.37
22.37,[-0.64094907],23.06
23.06,[-0.64094907],23.75
23.75,[-0.64094907],24.31
24.31,[-0.30453023],24.94
24.94,[-0.30453023],25.31
25.31,[-0.30453023],25.56
25.56,[-0.30453023],25.87
25.87,1,26.0
26.0,[-0.8457323],25.56
25.56,[-0.8457323],26.19
26.19,[-0.8457323],27.06
27.06,[-0.8457323],27.94
27.94,1,28.37
28.37,1,27.62
27.62,1,26.56
26.56,1,25.5
25.5,1,24.56
24.56,1,23.5
23.5,1,22.5
22.5,1,21.5
21.5,1,20.5
20.5,1,19.5
19.5,1,18.37
18.37,1,17.37
17.37,1,16.31
16.31,1,15.38
15.38,1,14.25
14.25,1,13.13
13.13,1,12.19
12.19,1,11.13
11.13,1,10.13
10.13,[0.07440881],9.38
9.38,[0.07440881],9.25
9.25,[0.07440881],9.25
9.25,[0.07440881],9.25
9.25,[0.07440881],9.25
9.25,[0.07440881],9.25
9.25,[0.07440881],9.25
9.25,[0.07440881],9.25
9.25,[0.07440881],9.25
9.25,[0.07440881],9.25
9.25,[0.07440881],9.25
9.25,[0.07440881],9.19
9.19,[-0.13358842],9.19
9.19,[-0.13358842],9.31
9.31,[-0.13358842],9.44
9.44,[-0.13358842],9.56
9.56,[-0.13358842],9.69
9.69,[-0.13358842],9.88
9.88,[-0.13358842],10.0
10.0,[-0.54281566],10.19
10.19,[-0.54281566],10.69
10.69,[-0.54281566],11.31
11.31,[0.00187209],11.75
11.75,[-0.13845839],11.81
11.81,[-0.13845839],11.94
11.94,[-0.13845839],12.13
12.13,[-0.13845839],12.25
12.25,[0.59426653],12.25
12.25,[0.59426653],11.81
11.81,[0.87596882],11.13
11.13,[0.87596882],10.31
10.31,[0.87596882],9.5
9.5,[0.87596882],8.56
8.56,[0.87596882],7.63
7.63,[0.87596882],6.81
6.81,[0.87596882],5.94
5.94,[0.87596882],5.06
5.06,[0.87596882],4.13
4.13,[-0.49337023],3.44
3.44,[-0.49337023],3.81
3.81,[-0.49337023],4.38
4.38,[-0.49337023],4.94
4.94,[-0.49337023],5.44
5.44,[-0.49337023],6.0
6.0,[-0.49337023],6.5
6.5,[-0.49337023],7.13
7.13,[-0.49337023],7.63
7.63,[-0.49337023],8.13
8.13,[-0.49337023],8.69
8.69,[-0.49337023],9.25
9.25,[-0.64200786],9.81
9.81,-1,10.56
10.56,[-0.04983025],11.44
11.44,[-0.04983025],11.63
11.63,[-0.04983025],11.63
11.63,-1,11.88
11.88,-1,12.94
12.94,-1,14.0
14.0,-1,15.13
15.13,-1,16.12
16.12,-1,17.31
17.31,-1,18.37
18.37,-1,19.44
19.44,1,20.25
20.25,[0.001269],19.75
19.75,[0.001269],19.69
19.69,[0.001269],19.75
19.75,[0.001269],19.69
19.69,[0.001269],19.69
19.69,[0.001269],19.69
19.69,[0.001269],19.62
19.62,[0.001269],19.62
19.62,[0.001269],19.62
19.62,[0.0984077],19.56
19.56,[0.0984077],19.5
19.5,[0.0984077],19.44
19.44,[0.0984077],19.44
19.44,[0.0984077],19.31
19.31,[0.0984077],19.25
19.25,[0.0984077],19.19
19.19,[0.0984077],19.12
19.12,[0.0984077],19.06
19.06,[0.0984077],19.06
19.06,[0.0984077],19.06
19.06,[0.0984077],19.06
19.06,1,18.81
18.81,1,17.87
17.87,1,16.81
16.81,1,15.81
15.81,1,14.81
14.81,1,13.81
13.81,1,12.81
12.81,1,11.75
11.75,1,10.75
10.75,1,9.81
9.81,[0.06778242],8.88
8.88,[0.06778242],8.75
8.75,[0.06778242],8.69
8.69,[0.06778242],8.56
8.56,[0.06778242],8.56
8.56,1,8.31
8.31,1,7.31
7.31,1,6.31
6.31,1,5.38
5.38,1,4.38
4.38,1,3.31
3.31,[0.51823367],2.56
2.56,[0.51823367],2.0
2.0,[0.51823367],1.19
1.19,[-0.7551571],1.06
1.06,[-0.7551571],1.75
1.75,[-0.7551571],2.63
2.63,[-0.12391625],3.31
3.31,[-0.12391625],3.5
3.5,[-0.12391625],3.63
3.63,[-0.12391625],3.63
3.63,[-0.12391625],3.81
3.81,[-0.12391625],3.94
3.94,[-0.12391625],4.06
4.06,1,3.94
3.94,1,2.94
2.94,1,1.94
1.94,1,0.81
0.81,1,-0.19
-0.19,1,-1.31
-1.31,1,-2.44
-2.44,1,-3.44
-3.44,1,-4.38
-4.38,1,-4.81
-4.81,1,-5.13
-5.13,-1,-5.31
-5.31,-1,-5.5
-5.5,-1,-5.38
-5.38,-1,-4.19
-4.19,-1,-3.13
-3.13,-1,-1.94
-1.94,-1,-0.63
-0.63,-1,0.37
0.37,-1,1.63
1.63,-1,2.81
2.81,-1,3.94
3.94,-1,5.06
5.06,-1,6.25
6.25,-1,7.31
7.31,[0.40889664],8.13
8.13,[0.40889664],7.81
7.81,[0.40889664],7.38
7.38,[0.40889664],7.0
7.0,[-0.44705883],6.75
6.75,[-0.74343237],7.19
7.19,[-0.74343237],8.0
8.0,[-0.74343237],8.69
8.69,[-0.14210105],9.5
9.5,[-0.74879651],9.94
9.94,[-0.74879651],10.63
10.63,[0.66896408],11.13
11.13,1,10.63
10.63,1,9.56
9.56,1,8.56
8.56,[0.27855135],7.75
7.75,[0.27855135],7.31
7.31,[0.27855135],7.0
7.0,[0.27855135],6.69
6.69,[-0.46758098],6.5
6.5,[-0.46758098],6.94
6.94,[-0.46758098],7.38
7.38,[-0.46758098],7.81
7.81,[-0.46758098],8.31
8.31,[-0.46758098],8.75
8.75,[-0.46758098],9.25
9.25,[-0.46758098],9.69
9.69,[0.28237769],9.94
9.94,[0.15127904],9.75
9.75,[0.15127904],9.56
9.56,[0.15127904],9.38
9.38,[0.15127904],9.25
9.25,[-0.12037573],9.13
9.13,[-0.12037573],9.19
9.19,[-0.69626157],9.5
9.5,[-0.69626157],10.25
10.25,[-0.69626157],11.0
11.0,-1,11.81
11.81,-1,12.88
12.88,-1,13.94
13.94,-1,15.0
15.0,-1,16.06
16.06,-1,17.12
17.12,-1,18.19
18.19,-1,19.25
19.25,-1,20.37
20.37,-1,21.37
21.37,-1,22.37
22.37,-1,23.44
23.44,-1,24.56
24.56,[-0.49384989],25.37
25.37,[-0.49384989],25.81
25.81,[-0.49384989],26.25
26.25,[-0.49384989],26.69
26.69,[-0.49384989],27.12
27.12,1,27.37
27.37,1,26.69
26.69,1,25.62
25.62,-1,25.0
25.0,-1,25.69
25.69,-1,26.69
26.69,-1,27.75
27.75,-1,28.69
28.69,-1,29.81
29.81,[0.14541022],30.56
30.56,-1,30.87
30.87,-1,31.81
31.81,-1,32.81
32.81,-1,33.88
33.88,-1,34.88
34.88,-1,35.88
35.88,-1,36.75
36.75,-1,37.69
37.69,-1,38.69
38.69,-1,39.75
39.75,[0.40588218],40.5
40.5,[0.40588218],40.25
40.25,[0.40588218],39.81
39.81,1,39.31
39.31,1,38.56
38.56,1,37.56
37.56,1,36.56
36.56,1,35.69
35.69,1,34.75
34.75,1,33.75
33.75,[-0.83225503],33.19
33.19,[-0.83225503],33.81
33.81,[-0.83225503],34.69
34.69,[-0.83225503],35.31
35.31,-1,36.19
36.19,-1,37.13
37.13,-1,38.13
38.13,[0.20357791],38.81
38.81,[0.20357791],38.75
38.75,[0.20357791],38.44
38.44,[0.20357791],38.25
38.25,[0.20357791],38.06
38.06,[0.20357791],37.81
37.81,[0.20357791],37.63
37.63,[0.20357791],37.38
37.38,[0.20357791],37.19
37.19,[0.20357791],37.06
37.06,[0.20357791],36.81
36.81,[0.20357791],36.63
36.63,[-0.63533284],36.56
36.56,[-0.63533284],37.06
37.06,[-0.63533284],37.63
37.63,[-0.63533284],38.31
38.31,[-0.63533284],38.88
38.88,[3.83348277e-07],39.38
39.38,[3.83348277e-07],39.38
39.38,[3.83348277e-07],39.31
39.31,[3.83348277e-07],39.31
39.31,[3.83348277e-07],39.25
39.25,[3.83348277e-07],39.19
39.19,[-0.00412689],39.19
39.19,[-0.00412689],39.13
39.13,[-0.00412689],39.06
39.06,[-0.00412689],39.06
39.06,-1,39.19
39.19,-1,40.06
40.06,-1,41.06
41.06,-1,42.0
42.0,-1,43.06
43.06,-1,44.19
44.19,1,44.75
44.75,1,44.0
44.0,1,42.88
42.88,1,42.06
42.06,1,41.06
41.06,1,40.19
40.19,1,39.19
39.19,1,38.19
38.19,[0.01090935],37.44
37.44,[0.01090935],37.31
37.31,[0.01090935],37.31
37.31,-1,37.44
37.44,-1,38.31
38.31,-1,39.38
39.38,-1,40.25
40.25,-1,41.25
41.25,-1,42.19
42.19,-1,43.25
43.25,-1,44.25
44.25,-1,45.19
45.19,-1,46.19
46.19,-1,47.25
47.25,-1,48.38
48.38,-1,49.38
49.38,[1.0783073e-05],50.19
50.19,[1.0783073e-05],50.19
50.19,[1.0783073e-05],50.19
50.19,[0.72842142],50.06
50.06,[0.72842142],49.38
49.38,[0.72842142],48.63
48.63,[0.72842142],47.94
47.94,1,47.25
47.25,1,46.19
46.19,1,45.19
45.19,1,44.25
44.25,1,43.25
43.25,1,42.19
42.19,[-0.67969524],41.69
41.69,[-0.67969524],42.19
42.19,[-0.67969524],42.94
42.94,[-0.67969524],43.5
43.5,[-0.67969524],44.19
44.19,[-0.67969524],44.88
44.88,[-0.67969524],45.63
45.63,[-0.67969524],46.25
46.25,[-0.67969524],46.94
46.94,[0.81141645],47.44
47.44,[0.13079721],46.88
46.88,[0.13079721],46.69
46.69,[0.13079721],46.63
46.63,[0.13079721],46.5
46.5,[0.13079721],46.31
